job_id,job_title,normalized_title,role_category,seniority,company_name,city,region,country_code,location_group,salary_min,salary_max,salary_currency,salary_period,salary_type,employment_type,work_mode,experience_level,education_requirement,posting_date,collected_at,dq_score,source_name,has_salary,salary_midpoint,dataset_period
24436,Data Analyst,data analyst,data_analyst,unknown,Proactive Appointments,London,Uk,GB,London,104000.0,123500.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-17,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,113750.0,Recent UK (2023-2026)
24437,Data Analyst,data analyst,data_analyst,unknown,Harnham - Data & Analytics Recruitment,London,Uk,GB,London,91000.0,104000.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-18,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,97500.0,Recent UK (2023-2026)
24438,Data Analyst,data analyst,data_analyst,unknown,Harnham - Data & Analytics Recruitment,London,Uk,GB,London,45000.0,55000.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,50000.0,Recent UK (2023-2026)
24439,Data Analyst,data analyst,data_analyst,unknown,Harnham - Data & Analytics Recruitment,London,Uk,GB,London,91000.0,104000.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-20,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,97500.0,Recent UK (2023-2026)
24440,Data Analyst,data analyst,data_analyst,unknown,Harnham - Data & Analytics Recruitment,London,Uk,GB,London,91000.0,104000.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,97500.0,Recent UK (2023-2026)
24441,Data Analyst,data analyst,data_analyst,unknown,Elevate Recruitment Limited,London,Uk,GB,London,30000.0,39000.0,GBP,annual,,permanent,hybrid,NaN,NaN,2026-07-29,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,34500.0,Recent UK (2023-2026)
24442,Data Analyst,data analyst,data_analyst,unknown,Proactive Appointments,London,Uk,GB,London,40000.0,60000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-17,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,50000.0,Recent UK (2023-2026)
24443,"Data Analyst to join their Data, Intelligence & Analytics team","Data Analyst to join their Data, Intelligence & Analytics team",data_analyst,unknown,McCabe & Barton,London,Uk,GB,London,75814.14,75814.14,GBP,annual,,,hybrid,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,75814.14,Recent UK (2023-2026)
24444,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,London,Uk,GB,London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-03,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24445,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,London,Uk,GB,London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24446,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Kingston Upon Thames,Uk,GB,UK Other,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-05,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24447,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,Heathrow,Uk,GB,UK Other,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-17,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24448,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,London,Uk,GB,London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24449,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,Enfield,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-03,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24450,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,Twickenham,Uk,GB,UK Other,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24451,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,Harrow,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24452,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Uxbridge,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24453,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Bromley,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24454,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Harrow,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24455,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Enfield,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-17,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24456,Senior Data Analyst,senior data analyst,data_analyst,senior,Method Resourcing,London,Uk,GB,London,130000.0,130000.0,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-04,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,130000.0,Recent UK (2023-2026)
24457,Remediation Data Analyst,Remediation Data Analyst,data_analyst,unknown,Circle Recruitment,London,Uk,GB,London,78000.0,104000.0,GBP,annual,,contract,remote,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,91000.0,Recent UK (2023-2026)
24458,Senior Data Analyst,senior data analyst,data_analyst,senior,Tenth Revolution Group,London,Uk,GB,London,45000.0,55000.0,GBP,annual,,permanent,hybrid,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,50000.0,Recent UK (2023-2026)
24459,Senior Data Analyst,senior data analyst,data_analyst,senior,Tenth Revolution Group,London,Uk,GB,London,50000.0,55000.0,GBP,annual,,permanent,hybrid,NaN,NaN,2026-08-04,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,52500.0,Recent UK (2023-2026)
24460,Remediation Data Analyst,Remediation Data Analyst,data_analyst,unknown,LANCESOFT LTD,London,Uk,GB,London,75400.0,104000.0,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,89700.0,Recent UK (2023-2026)
24461,Technical Data Analyst,Technical Data Analyst,data_analyst,unknown,Adecco,London,Uk,GB,London,130000.0,156000.0,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,143000.0,Recent UK (2023-2026)
24462,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,London,Uk,GB,London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24463,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Twickenham,Uk,GB,UK Other,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24464,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,Bromley,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24465,Data Analyst Trainee,Data Analyst Trainee,data_analyst,junior,ITOL Recruit,Enfield,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24466,Senior Data Analyst,senior data analyst,data_analyst,senior,William Reed,London,Uk,GB,London,48338.52,48338.52,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,48338.52,Recent UK (2023-2026)
24467,Senior Data Analyst,senior data analyst,data_analyst,senior,FDM Group,London,Uk,GB,London,48177.81,48177.81,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-18,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,48177.81,Recent UK (2023-2026)
24468,Data Analyst,data analyst,data_analyst,unknown,MONY Group,London,Uk,GB,London,45181.41,45181.41,GBP,annual,,,on_site,NaN,NaN,2026-07-23,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,45181.41,Recent UK (2023-2026)
24469,Data Analyst,data analyst,data_analyst,unknown,Experis UK,London,Uk,GB,London,44228.03,44228.03,GBP,annual,,,hybrid,NaN,NaN,2026-08-13,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,44228.03,Recent UK (2023-2026)
24470,Data Analyst,data analyst,data_analyst,unknown,Sportradar,London,Uk,GB,London,53957.82,53957.82,GBP,annual,,,on_site,NaN,NaN,2026-08-14,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,53957.82,Recent UK (2023-2026)
24471,Data Analyst,data analyst,data_analyst,unknown,Connect2Hackney,Hackney,Uk,GB,Greater London,98800.0,104000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,101400.0,Recent UK (2023-2026)
24472,Data Analyst,data analyst,data_analyst,unknown,Solirius Reply,London,Uk,GB,London,40000.0,85000.0,GBP,annual,,,on_site,NaN,NaN,2026-05-22,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,62500.0,Recent UK (2023-2026)
24473,Data Analyst,data analyst,data_analyst,unknown,Hulcan,London,Uk,GB,London,50452.18,50452.18,GBP,annual,,,on_site,NaN,NaN,2026-08-17,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,50452.18,Recent UK (2023-2026)
24474,Data Analyst,data analyst,data_analyst,unknown,G-Research,London,Uk,GB,London,56635.39,56635.39,GBP,annual,,,on_site,NaN,NaN,2026-03-26,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,56635.39,Recent UK (2023-2026)
24475,Data Analyst,data analyst,data_analyst,unknown,No1 Legal and Professional,London,Uk,GB,London,51568.59,51568.59,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,51568.59,Recent UK (2023-2026)
24476,Data Analyst,data analyst,data_analyst,unknown,Hypercreate Ltd,Stratford,Uk,GB,UK Other,29000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-07,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,32000.0,Recent UK (2023-2026)
24477,Data Analyst,data analyst,data_analyst,unknown,Hypercreate Ltd,Thornton Heath,Uk,GB,UK Other,29000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,32000.0,Recent UK (2023-2026)
24478,Data Analyst,data analyst,data_analyst,unknown,Hypercreate Ltd,Forest Hill,Uk,GB,UK Other,29000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,32000.0,Recent UK (2023-2026)
24479,Data Analyst,data analyst,data_analyst,unknown,Hypercreate Ltd,Tooting,Uk,GB,UK Other,29000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,32000.0,Recent UK (2023-2026)
13779,Online Full Time Telesales Executive Jobs in Pakistan,Online Full Time Telesales Executive Jobs in Pakistan,other,junior,OverLine Communications,Lahore,,PK,Lahore,,,PKR,monthly,,full_time,on_site,junior,,2020-01-13,2026-08-20 22:39:25.593052+00:00,100.0,chisel_pk,True,,Historical PK (2019-2021)
24480,Data Analyst,data analyst,data_analyst,unknown,Hypercreate Ltd,Monument,Uk,GB,Greater London,29000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,32000.0,Recent UK (2023-2026)
24481,Data Analyst,data analyst,data_analyst,unknown,Hypercreate Ltd,Covent Garden,Uk,GB,Greater London,29000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-10,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,32000.0,Recent UK (2023-2026)
24482,Data Analyst,data analyst,data_analyst,unknown,Forward Assist Recruitment,Marylebone,Uk,GB,Greater London,100000.0,100000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-14,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,100000.0,Recent UK (2023-2026)
24483,Data Analyst,data analyst,data_analyst,unknown,Sphere Digital Recruitment,London,Uk,GB,London,50000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-07-28,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,50000.0,Recent UK (2023-2026)
24484,Data Analyst,data analyst,data_analyst,unknown,Experis,Farringdon,Uk,GB,Greater London,45004.92,45004.92,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-13,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,45004.92,Recent UK (2023-2026)
24485,Data Analyst,data analyst,data_analyst,unknown,Harnham - Data & Analytics Recruitment,London,Uk,GB,London,50000.0,54000.0,GBP,annual,,permanent,hybrid,NaN,NaN,2026-07-31,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,52000.0,Recent UK (2023-2026)
24486,Data Analyst,data analyst,data_analyst,unknown,Euro Car Parks,Central London,Uk,GB,Greater London,100000.0,100000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-07-30,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,100000.0,Recent UK (2023-2026)
24487,Data Analyst,data analyst,data_analyst,unknown,Trace,London,Uk,GB,London,68126.71,68126.71,GBP,annual,,,hybrid,NaN,NaN,2026-08-07,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,68126.71,Recent UK (2023-2026)
13780,Full Time Wordpress Developer Job in Pakistan,Full Time Wordpress Developer Job in Pakistan,other,junior,Phlox Solutions,Islamabad,,PK,Islamabad,,,PKR,monthly,,full_time,on_site,junior,,2020-01-13,2026-08-20 22:39:25.593052+00:00,100.0,chisel_pk,True,,Historical PK (2019-2021)
24488,Data Analyst,data analyst,data_analyst,unknown,Match Performance,Farringdon,Uk,GB,Greater London,78000.0,104000.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-20,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,91000.0,Recent UK (2023-2026)
